bill_id,act_number
71863,1583-20
71890,1561-20
71894,1795-20
71895,1995-20
73218,1879-20
71896,1796-20
71906,1689-20
72113,1566-20
71921,1721-20
71923,2082-20
72486,1715-20
71924,2083-20
72505,1716-20
72315,1617-20
72323,1618-20
72316,1619-20
71931,1616-20
71935,1447-20
71936,1446-20
71941,1448-20
71967,1456-20
71978,1474-20
71970,1457-20
71975,1458-20
71976,2048-20
72120,1728-20
72003,1485-20
72004,1486-20
72005,1487-20
72006,1482-20
72007,1484-20
72008,1483-20
72056,2180-20
72217,1593-20
72012,2469-20
72476,1737-20
74525,2373-20
72148,1690-20
72405,1611-20
72183,2811-20
74456,2335-20
72035,1702-20
72195,1579-20
72036,1703-20
72196,1580-20
72037,1733-20
72049,1511-20
72050,1512-20
72051,1510-20
72052,1674-20
72053,1799-20
72054,1960-20
72912,1816-20
72055,1509-20
72071,2147-20
72921,2020-20
72075,1529-20
72076,1563-20
72455,1651-20
72408,1632-20
72099,1523-20
72105,1780-20
72388,1620-20
72106,1914-20
72353,1621-20
72121,2081-20
72544,1725-20
72129,1567-20
72136,2572-20
74451,2337-20
72149,1536-20
72150,1537-20
72151,1538-20
72163,1941-20
72395,1840-20
72165,1596-20
72170,1775-20
72178,1656-20
72180,2012-20
72182,1986-20
72534,1713-20
72189,2803-20
74939,2646-20
73039,2051-20
75265,2819-20
72200,2321-20
72451,1682-20
72386,1614-20
72208,2290-20
72387,1615-20
72219,1577-20
72441,1640-20
72295,1568-20
72296,1569-20
72297,1570-20
72299,1571-20
72300,1572-20
72301,1573-20
73147,2003-20
73156,1896-20
72318,2330-20
73020,1975-20
72319,2331-20
73021,1976-20
72334,1954-20
73052,1847-20
72929,3026-20
73235,2005-20
72725,1880-20
73464,2096-20
73462,2097-20
72666,1707-20
72392,2042-20
72703,1842-20
73659,2028-20
72394,1628-20
73075,1905-20
72418,1624-20
72419,1626-20
72420,1625-20
72437,2054-20
72705,1895-20
72991,2511-20
72446,1641-20
72449,2867-20
72797,2538-20
72469,2759-20
73248,2507-20
72470,2806-20
73689,2577-20
72474,1642-20
72485,1654-20
75767,3052-20
72503,1652-20
72509,1786-20
72515,1776-20
72516,1677-20
72521,1650-20
72536,1706-20
72546,1699-20
72548,1694-20
72549,1693-20
72550,1692-20
72551,1696-20
72552,1698-20
72553,1695-20
72554,1691-20
72555,1697-20
72558,1700-20
72561,2623-20
72764,2376-20
72575,1922-20
72576,1805-20
72582,2078-20
73017,1814-20
72585,1734-20
75283,2814-20
72605,1967-20
72716,1764-20
75210,2771-20
75242,2799-20
72626,1767-20
72628,2228-20
72785,2057-20
72634,1811-20
72696,1741-20
72635,1774-20
72700,1742-20
72636,1812-20
72715,1746-20
72637,1813-20
72704,1743-20
72642,2016-20
72644,2762-20
74932,2608-20
72650,2295-20
72988,1945-20
72653,1787-20
72659,1962-20
72861,1846-20
72662,2273-20
72978,1955-20
72812,1893-20
72677,2524-20
73036,2348-20
74644,2464-20
73443,1979-20
72684,1708-20
72727,1745-20
73130,1836-20
73182,1866-20
73198,1873-20
73289,1912-20
73343,1924-20
73421,1940-20
73457,1966-20
73460,1980-20
73646,1992-20
73647,2004-20
73658,2019-20
72808,1754-20
72816,1765-20
72852,1784-20
72960,1804-20
73005,1809-20
72775,1928-20
73006,1837-20
74462,2367-20
72695,1749-20
75120,2870-20
72728,1751-20
72729,1752-20
72730,1753-20
72757,2058-20
72758,1807-20
72827,1782-20
72768,1971-20
72862,1821-20
72769,1779-20
72770,1778-20
72772,2493-20
74568,2418-20
72783,2622-20
74605,2482-20
72926,2296-20
73197,2006-20
72813,1773-20
72818,1781-20
73110,1845-20
72831,2918-20
75333,2865-20
72833,2919-20
75444,2866-20
72854,1789-20
72855,1790-20
72856,1791-20
72857,1792-20
72860,2685-20
74933,2645-20
72866,2792-20
74734,2535-20
72869,2954-20
73485,2000-20
72870,2010-20
73025,1970-20
72876,2802-20
75179,2754-20
72889,1793-20
72890,1794-20
74708,2570-20
72910,1843-20
73363,2727-20
72928,1806-20
73484,2027-20
73221,2650-20
72937,1913-20
72948,2357-20
73668,2363-20
72953,1802-20
72955,2015-20
72957,1844-20
72961,1851-20
72962,1803-20
74092,2195-20
72973,1885-20
72983,2801-20
73669,2250-20
73015,1894-20
73016,1808-20
73436,2053-20
73024,2034-20
73027,1838-20
73441,1994-20
73405,2875-20
73056,1831-20
73057,1832-20
73058,1833-20
73059,1834-20
73060,1835-20
73072,2647-20
73483,2514-20
73077,1923-20
73083,2653-20
73648,2515-20
73095,2807-20
73802,2676-20
73096,2014-20
73097,2017-20
73098,2435-20
73791,2336-20
74906,2597-20
75180,2748-20
73117,1919-20
73122,1855-20
73128,1870-20
73131,1985-20
73132,1853-20
73133,1857-20
73134,1854-20
73135,1852-20
73136,1856-20
73139,2009-20
73223,1927-20
73141,1860-20
73142,1861-20
73143,1862-20
73144,1863-20
73145,1859-20
73161,2313-20
73391,1996-20
73162,1872-20
73170,1901-20
73178,1932-20
73214,1902-20
73177,1931-20
73215,1903-20
73180,1904-20
73184,2024-20
73244,1973-20
73194,2347-20
73662,2071-20
73219,1933-20
73227,2571-20
73611,2378-20
73228,2756-20
75068,2728-20
73237,1911-20
73259,1917-20
73260,2022-20
73263,2834-20
73466,2537-20
73264,1930-20
73266,2013-20
73269,1918-20
73270,1952-20
73282,2208-20
73660,2030-20
73301,2869-20
74982,2712-20
73320,1929-20
73330,1964-20
73332,1942-20
73338,1959-20
73342,1934-20
74359,2364-20
73352,2127-20
73356,1939-20
73357,1937-20
73359,1938-20
73360,1936-20
73361,1935-20
73353,2018-20
73755,2050-20
73387,3007-20
74259,2366-20
73388,1982-20
73400,1987-20
73401,1988-20
73408,2229-20
74029,2163-20
73409,2146-20
74546,2730-20
74547,2731-20
73419,2755-20
74934,2609-20
73429,2033-20
73431,1972-20
73433,1956-20
73434,1958-20
73435,1957-20
73445,1983-20
73452,2023-20
73458,1981-20
73470,2031-20
75182,2871-20
73479,1990-20
74726,2624-20
73513,2974-20
74452,2334-20
75471,2886-20
73526,2614-20
73527,2887-20
73796,2338-20
73529,2800-20
74294,2492-20
73531,2664-20
74855,2628-20
73538,2392-20
74081,2289-20
73545,2562-20
75916,3047-20
75143,2774-20
73610,2072-20
73797,3046-20
73590,2237-20
73735,2044-20
73756,2474-20
73593,2029-20
73600,1997-20
73835,2525-20
73630,1993-20
73655,2832-20
73654,2069-20
73686,2035-20
74409,2323-20
74475,2332-20
74527,2355-20
74529,2383-20
74563,2395-20
74585,2422-20
74641,2439-20
74654,2475-20
74738,2497-20
74740,2521-20
73858,2094-20
74807,2540-20
74138,2211-20
74184,2231-20
74221,2244-20
74269,2262-20
74310,2279-20
74397,2297-20
74402,2318-20
75316,2872-20
73692,2055-20
73857,2099-20
74551,3001-20
74616,2884-20
73852,2139-20
75279,2874-20
73759,2038-20
73764,2039-20
73765,2036-20
73782,2070-20
73786,2068-20
73789,2095-20
73810,2266-20
73813,2091-20
73814,2090-20
73816,2089-20
73822,2088-20
73815,2087-20
73817,2086-20
73818,2085-20
73819,2084-20
74093,2205-20
73837,2093-20
73851,2098-20
73855,2100-20
73865,2101-20
73868,2102-20
73869,2103-20
73887,2105-20
73888,2106-20
73875,2113-20
73876,2112-20
73877,2111-20
73878,2114-20
73880,2115-20
73881,2116-20
73883,2104-20
73884,2117-20
73886,2118-20
73894,2131-20
73933,2157-20
73907,2126-20
73973,2120-20
73972,2122-20
73893,2454-20
73890,2128-20
73892,2132-20
73908,2124-20
73931,2155-20
73909,2123-20
73910,2137-20
73911,2125-20
73905,2121-20
73899,2130-20
73900,2129-20
73901,2138-20
73974,2136-20
73903,2133-20
73977,2526-20
74455,2431-20
73896,2134-20
73980,2135-20
73912,2119-20
73913,2140-20
73975,2243-20
74039,2186-20
73929,2158-20
73930,2182-20
74004,2161-20
73917,2145-20
73919,2199-20
73918,2150-20
73923,2149-20
73926,2201-20
73922,2151-20
73920,2153-20
73927,2198-20
73915,2141-20
73928,2160-20
73914,2142-20
73934,2181-20
74005,2165-20
73989,2257-20
73935,2144-20
73936,2167-20
73990,2166-20
73967,2923-20
74028,2185-20
73993,2267-20
74108,2207-20
73994,2193-20
66337,27-20
73964,2169-20
73962,2168-20
74236,2448-20
73937,2265-20
73938,2187-20
73961,2170-20
73939,2175-20
73941,2171-20
74020,2240-20
73940,2174-20
73942,2172-20
74094,2204-20
74025,2183-20
74026,2184-20
73946,2173-20
73947,2178-20
74035,2371-20
74091,2194-20
74041,2197-20
74042,2733-20
75079,2699-20
74043,2191-20
74044,2200-20
74045,2192-20
74048,2261-20
74123,2225-20
74050,2352-20
74052,3005-20
74117,2409-20
75676,2934-20
74054,2394-20
74129,2226-20
74063,2246-20
74136,2222-20
74065,2190-20
74072,2259-20
74131,2219-20
74222,2245-20
74073,2217-20
74075,2196-20
74300,2310-20
74078,2220-20
74079,2188-20
74084,2214-20
74086,2381-20
74107,2227-20
74088,2189-20
74089,2254-20
74116,2224-20
75184,2885-20
74098,2379-20
74171,2248-20
74099,2210-20
74104,2247-20
74137,2223-20
74109,2359-20
74110,2312-20
74252,2270-20
74112,2983-20
75187,2621-20
74120,2360-20
74118,2218-20
74119,2212-20
74121,2216-20
74126,2236-20
74128,2372-20
74178,2242-20
74135,2345-20
74161,2316-20
74140,2238-20
74141,2271-20
74183,2241-20
74144,2461-20
74253,2346-20
74146,2455-20
75239,2931-20
74151,2864-20
74785,2586-20
74154,2315-20
74247,2286-20
74157,2973-20
74897,2768-20
74158,2311-20
74165,2288-20
74172,2314-20
74268,2272-20
74176,2234-20
74177,2293-20
74179,2235-20
74182,2534-20
74220,2414-20
74187,2285-20
74383,2426-20
74512,2408-20
74193,2980-20
74288,2539-20
74610,2452-20
74198,2260-20
74206,2269-20
74208,2519-20
74285,2281-20
74209,2520-20
74295,2282-20
74210,2658-20
74233,2512-20
74211,2258-20
74212,2382-20
74216,2462-20
74234,2350-20
74217,2249-20
74229,2450-20
74232,2436-20
74519,2361-20
74249,2263-20
74250,2264-20
74262,2283-20
74263,2268-20
74264,2457-20
74411,2365-20
74267,2486-20
74385,2317-20
74273,2284-20
74400,2343-20
74289,2488-20
74513,2411-20
74293,2280-20
74298,2459-20
74376,2362-20
74302,2489-20
74514,2410-20
74305,2307-20
74304,2325-20
74308,2510-20
74399,2326-20
74309,2294-20
74311,2494-20
74378,2374-20
74318,2390-20
74473,2344-20
74321,2479-20
74392,2327-20
74587,2437-20
74388,2480-20
74398,2328-20
74323,2481-20
74406,2329-20
74324,2305-20
74325,2531-20
74627,2447-20
74328,2308-20
74329,2682-20
74465,2533-20
74505,2472-20
74515,2527-20
74369,2823-20
74390,2388-20
74626,2536-20
74631,2449-20
74344,2679-20
74566,2404-20
74351,2417-20
74352,2306-20
74353,2468-20
74404,2324-20
74355,2506-20
74368,2490-20
74516,2412-20
74428,2463-20
74526,2377-20
74384,2298-20
74798,2544-20
74393,2952-20
74718,2612-20
74405,2358-20
74407,2370-20
74414,2460-20
74415,2491-20
74579,2413-20
74422,2529-20
74423,2530-20
74427,2351-20
74429,2747-20
74433,2751-20
74920,2688-20
74443,2333-20
74448,2594-20
74498,2516-20
74633,2446-20
74944,2648-20
74469,2405-20
74470,2470-20
74556,2416-20
74477,2353-20
74474,2354-20
74491,2385-20
74493,2386-20
74500,2356-20
74503,2456-20
74570,2419-20
74861,2569-20
74508,2384-20
74530,2397-20
74595,2445-20
74538,2503-20
74539,2471-20
74582,2430-20
74552,2750-20
74764,2596-20
74559,2626-20
74561,2425-20
74564,2396-20
74567,2424-20
74573,2432-20
74580,2808-20
75208,2753-20
74576,2427-20
74577,2433-20
74581,2423-20
75052,2729-20
74609,2581-20
74711,2509-20
74612,2496-20
74814,2604-20
75935,3015-20
74628,2440-20
74629,2478-20
74630,2483-20
74636,2484-20
74637,2485-20
74638,2441-20
74639,2443-20
74640,2442-20
74642,2444-20
74645,2561-20
74657,2476-20
74646,2996-20
74958,2687-20
74647,2684-20
74774,2574-20
74954,2629-20
74652,2543-20
74659,2989-20
75172,2605-20
74666,2504-20
74671,2547-20
74672,2937-20
74831,2651-20
74674,2810-20
74713,2532-20
74915,2625-20
75175,2798-20
74684,2698-20
74792,2587-20
74687,2542-20
74692,2517-20
74693,2602-20
74697,2734-20
74832,2585-20
74705,2720-20
74793,2583-20
74719,2846-20
74852,2575-20
74720,2847-20
74853,2576-20
74722,2500-20
74723,2501-20
74727,2502-20
74799,2618-20
74801,2550-20
74729,2619-20
74805,2551-20
74735,2652-20
74862,2613-20
74736,2498-20
74737,2499-20
74743,2599-20
74746,2549-20
74748,2600-20
74810,2545-20
74750,2566-20
74752,2564-20
74753,2732-20
74913,2611-20
74756,2591-20
74757,2592-20
74786,2546-20
74787,2559-20
74789,2761-20
75032,2649-20
74809,2563-20
74840,2598-20
74851,2567-20
75205,2936-20
74844,2606-20
74845,2560-20
74847,2716-20
75012,2677-20
74848,2558-20
74849,2697-20
75186,2640-20
74850,2584-20
74856,2568-20
74859,2557-20
74872,2578-20
75207,2737-20
75301,2782-20
75344,2824-20
75465,2852-20
75573,2895-20
74950,2588-20
74955,2615-20
75017,2631-20
75042,2659-20
75070,2668-20
75075,2691-20
75136,2701-20
75141,2723-20
74860,2593-20
74903,2710-20
75037,2666-20
74867,2582-20
74869,2579-20
74870,2580-20
74871,2637-20
74873,2736-20
75076,2695-20
75071,2994-20
74882,2595-20
74890,2714-20
75019,3003-20
74893,2700-20
75025,2642-20
75597,3010-20
74899,2603-20
75053,2726-20
74905,2709-20
75039,2667-20
74908,2804-20
75219,2680-20
74912,2765-20
74922,2719-20
75106,2644-20
74936,2616-20
74949,2760-20
75144,2725-20
74951,2617-20
75118,2752-20
74953,2630-20
74959,2896-20
75010,2694-20
74964,2643-20
74971,2636-20
74972,2757-20
75054,2683-20
74974,2638-20
74975,2876-20
75209,277220
74977,2822-20
75438,2873-20
75261,2862-20
74988,2764-20
75142,2735-20
74993,2632-20
75135,2950-20
74998,2663-20
75168,2766-20
75838,3011-20
75006,2863-20
75121,2749-20
75008,2686-20
75009,2639-20
75011,2635-20
75014,2641-20
75016,2633-20
75026,2665-20
75027,2662-20
75028,2678-20
75029,2669-20
75031,2932-20
75040,2661-20
75041,2660-20
75045,2842-20
75048,2928-20
75055,2670-20
75061,2675-20
75064,2671-20
75065,2711-20
75067,2970-20
75192,2770-20
75069,2672-20
75072,2692-20
75078,2696-20
75081,2929-20
75189,2769-20
75898,3023-20
75223,2746-20
75090,2703-20
75092,2997-20
75183,2773-20
75108,2850-20
75307,2820-20
75110,2708-20
75111,2707-20
75113,2704-20
75114,2705-20
75277,2881-20
75263,2821-20
75126,2706-20
75127,2956-20
75260,2818-20
75131,2702-20
75133,2724-20
75146,2779-20
75147,2780-20
75559,2977-20
75157,2738-20
75158,2739-20
75165,2836-20
75298,2815-20
75166,2837-20
75299,2816-20
75167,2981-20
75233,2840-20
75169,2740-20
75176,2742-20
75462,2938-20
75193,2794-20
75199,2777-20
75200,2778-20
75201,2781-20
75495,3024-20
75225,2845-20
75431,2998-20
75234,2827-20
75272,2797-20
75270,2925-20
75596,2905-20
75243,2787-20
75244,2788-20
75249,2790-20
75264,2795-20
75266,2848-20
75294,2796-20
75273,2829-20
75278,2791-20
75463,2939-20
75289,2785-20
75292,2786-20
75296,2817-20
75391,2976-20
75812,2984-20
75317,2838-20
75324,2830-20
75325,2831-20
75326,2839-20
75327,2833-20
75509,3002-20
75329,2957-20
75445,2883-20
75330,2844-20
75335,2843-20
75813,3021-20
75342,2835-20
75343,2841-20
75439,2879-20
75440,2880-20
75743,2993-20
75894,3049-20
75358,2859-20
75366,3014-20
75443,2877-20
75441,2878-20
75442,2882-20
75376,2951-20
75377,2965-20
75378,2861-20
75560,2990-20
75561,2991-20
75401,2860-20
75406,2966-20
75581,2920-20
75433,2890-20
75450,2891-20
75455,2892-20
75456,2893-20
75457,2894-20
75464,2930-20
75475,2906-20
75554,2907-20
75641,3004-20
75755,2999-20
75504,2958-20
75562,2921-20
75707,2969-20
75829,3006-20
75528,2901-20
75529,2903-20
75530,2899-20
75531,2953-20
75582,2917-20
75532,2940-20
75537,2912-20
75863,3038-20
75552,2897-20
75553,2898-20
75558,2902-20
75564,2915-20
75565,2916-20
75570,2910-20
75571,2908-20
75572,2913-20
75574,2911-20
75673,2922-20
75680,2941-20
75816,2960-20
75827,2985-20
75936,3012-20
75941,3033-20
75583,2914-20
75671,2979-20
75672,2933-20
75785,2972-20
75768,3053-20
75632,2967-20
75635,2942-20
75636,2946-20
75644,2947-20
75645,2943-20
75646,2944-20
75654,2924-20
75744,3018-20
75772,3040-20
75771,3041-20
75666,2927-20
75667,2945-20
75681,2959-20
75700,3000-20
75906,3017-20
75765,2992-20
75769,3044-20
75943,3036-20
75781,3008-20
75794,2968-20
75799,3009-20
75803,2961-20
75805,2964-20
75806,2963-20
75807,2962-20
75820,2986-20
75821,2987-20
75822,2988-20
75947,3043-20
75948,3042-20
75940,3034-20
75890,3045-20
75930,3013-20
75946,3055-20
